id_vehicule,marque,modele,annee_circulation,date_circulation,carburant,usage,km_actuel,km_moyen_annuel,date_derniere_revision,km_derniere_revision,jours_depuis_derniere_revision,km_depuis_derniere_revision,nb_revisions_effectuees,intervalle_recommande_jours,intervalle_recommande_km,condition_vehicule,nb_pannes_historique,age_vehicule,taux_utilisation_km,taux_utilisation_jours,revisions_par_an
VEH01558,Nissan,Micra,2015,2015-04-01,Diesel,Personnel,265774,28879,2025-02-19,250208,294,15566,7,365,20000,4,0,9,77.83,80.55,0.78
VEH01559,Audi,Q5,2013,2013-03-20,Électrique,Flotte,91945,8212,2024-12-18,78984,357,12961,10,620,21000,6,0,11,61.72,57.58,0.91
VEH01560,Ford,Mondeo,2017,2017-06-28,Diesel,Personnel,185779,26533,2025-10-17,178176,54,7603,6,365,20000,7,1,7,38.02,14.79,0.86
VEH01561,Seat,Leon,2016,2016-11-26,Diesel,Personnel,108106,13871,2024-12-10,101471,365,6635,6,365,20000,7,0,8,33.17,100.0,0.75
VEH01562,Skoda,Fabia,2021,2021-10-05,Hybride,Professionnel,28394,8035,2025-10-03,23418,68,4976,2,328,12000,8,1,3,41.47,20.73,0.67
VEH01563,Volkswagen,Passat,2021,2021-03-04,Essence,Personnel,94567,29202,2024-11-24,70932,381,23635,3,365,15000,7,1,3,157.57,104.38,1.0
VEH01564,Skoda,Karoq,2021,2021-01-22,Essence,Personnel,66247,19994,2025-10-13,50035,58,16212,2,365,15000,9,0,3,108.08,15.89,0.67
VEH01565,Ford,Fiesta,2021,2021-10-11,Essence,Professionnel,84530,26644,2024-12-12,67115,363,17415,2,328,12000,8,1,3,145.12,110.67,0.67
VEH01566,Kia,Sportage,2024,2024-04-16,Essence,Flotte,6893,25530,2024-09-17,0,449,9076,1,310,10500,10,0,0,86.44,144.84,1.0
VEH01567,Toyota,Corolla,2022,2022-09-09,Essence,Personnel,39833,18869,2025-11-03,16293,37,23540,1,365,15000,9,0,2,156.93,10.14,0.5
VEH01568,Renault,Megane,2018,2018-04-20,Électrique,Flotte,111698,17651,2025-09-26,89210,75,22488,4,620,21000,8,0,6,107.09,12.1,0.67
VEH01569,Peugeot,3008,2014,2014-08-09,Électrique,Professionnel,295033,29457,2024-11-21,288719,384,6314,11,657,24000,8,0,10,26.31,58.45,1.1
VEH01570,Opel,Mokka,2021,2021-04-23,Hybride,Personnel,24075,8334,2024-11-19,1520,386,22555,3,365,15000,6,1,3,150.37,105.75,1.0
VEH01571,Hyundai,i30,2013,2013-03-05,Hybride,Personnel,251361,22382,2025-05-31,245194,193,6167,10,365,15000,6,0,11,41.11,52.88,0.91
VEH01572,Kia,Ceed,2018,2018-02-14,Diesel,Personnel,111722,18992,2025-05-06,101417,218,10305,7,365,20000,9,0,6,51.52,59.73,1.17
VEH01573,Skoda,Karoq,2017,2017-08-12,Diesel,Personnel,153836,21037,2025-10-12,131812,59,22024,5,365,20000,7,0,7,110.12,16.16,0.71
VEH01574,Opel,Corsa,2016,2016-11-27,Électrique,Personnel,88095,10425,2025-07-01,73705,162,14390,10,730,30000,9,1,8,47.97,22.19,1.25
VEH01575,Kia,Picanto,2014,2014-04-27,Diesel,Personnel,258860,25734,2025-10-27,236541,44,22319,10,365,20000,7,2,10,111.6,12.05,1.0
VEH01576,Peugeot,5008,2017,2017-01-17,Électrique,Flotte,71821,9830,2025-05-07,51564,217,20257,6,620,21000,5,0,7,96.46,35.0,0.86
VEH01577,Kia,Picanto,2016,2016-04-23,Diesel,Personnel,166786,20910,2025-10-18,146098,53,20688,7,365,20000,7,0,8,103.44,14.52,0.88
VEH01578,Kia,Sportage,2014,2014-11-02,Hybride,Personnel,228559,22449,2025-05-14,220126,210,8433,8,365,15000,5,1,10,56.22,57.53,0.8
VEH01579,Renault,Captur,2020,2020-10-13,Hybride,Personnel,58356,13481,2025-08-25,52114,107,6242,3,365,15000,8,0,4,41.61,29.32,0.75
VEH01580,Citroën,C5 Aircross,2013,2013-07-22,Hybride,Personnel,140161,12503,2024-12-30,119982,345,20179,8,365,15000,5,1,11,134.53,94.52,0.73
VEH01581,Nissan,Micra,2018,2018-12-16,Électrique,Personnel,171928,27468,2025-10-11,149521,60,22407,5,730,30000,9,1,6,74.69,8.22,0.83
VEH01582,Peugeot,508,2019,2019-10-22,Diesel,Professionnel,103619,20460,2025-08-10,95033,122,8586,6,328,16000,10,0,5,53.66,37.2,1.2
VEH01583,Toyota,Corolla,2024,2024-06-22,Essence,Personnel,2974,9887,2025-03-03,0,282,9728,1,365,15000,8,0,0,64.85,77.26,1.0
VEH01584,Volkswagen,Golf,2011,2011-12-27,Diesel,Personnel,267783,19987,2025-03-05,249416,280,18367,14,365,20000,6,2,13,91.84,76.71,1.08
VEH01585,Skoda,Kodiaq,2020,2020-05-16,Hybride,Professionnel,79790,18840,2025-05-09,58561,215,21229,5,328,12000,9,1,4,176.91,65.55,1.25
VEH01586,BMW,Série 3,2015,2015-04-14,Diesel,Flotte,187568,20147,2025-04-03,176693,251,10875,9,310,14000,6,0,9,77.68,80.97,1.0
VEH01587,Peugeot,5008,2013,2013-05-05,Diesel,Personnel,116402,10591,2025-06-08,105046,185,11356,13,365,20000,7,1,11,56.78,50.68,1.18
VEH01588,Skoda,Kamiq,2018,2018-02-27,Diesel,Personnel,115213,19196,2024-11-06,100136,399,15077,7,365,20000,8,0,6,75.39,109.32,1.17
VEH01589,Citroën,C3,2023,2023-04-01,Diesel,Professionnel,24374,22850,2025-09-22,14523,79,9851,1,328,16000,9,0,1,61.57,24.09,1.0
VEH01590,Skoda,Kamiq,2010,2010-11-09,Essence,Professionnel,416400,29320,2025-02-05,407997,308,8403,17,328,12000,4,2,14,70.03,93.9,1.21
VEH01591,Mercedes,Classe C,2021,2021-01-15,Hybride,Personnel,83455,26565,2025-08-10,59901,122,23554,3,365,15000,8,0,3,157.03,33.42,1.0
VEH01592,Ford,EcoSport,2020,2020-12-04,Électrique,Personnel,102665,24242,2024-10-06,88991,430,13674,3,730,30000,7,0,4,45.58,58.9,0.75
VEH01593,Peugeot,2008,2014,2014-06-06,Essence,Professionnel,151463,14852,2024-10-09,127904,427,23559,9,328,12000,5,0,10,196.32,130.18,0.9
VEH01594,Mercedes,GLA,2023,2023-11-21,Essence,Flotte,22116,24320,2025-10-04,3824,67,18292,1,310,10500,10,0,1,174.21,21.61,1.0
VEH01595,Hyundai,Santa Fe,2016,2016-06-24,Diesel,Personnel,103334,12836,2025-04-17,86169,237,17165,7,365,20000,5,1,8,85.82,64.93,0.88
VEH01596,Toyota,Yaris,2011,2011-05-02,Hybride,Professionnel,376818,29158,2024-11-05,354198,400,22620,15,328,12000,5,1,13,188.5,121.95,1.15
VEH01597,BMW,X1,2020,2020-09-22,Diesel,Professionnel,35575,9495,2025-11-18,28595,22,6980,4,328,16000,8,1,4,43.62,6.71,1.0
VEH01598,Toyota,Camry,2023,2023-04-04,Essence,Personnel,19373,21940,2025-01-25,7506,319,11867,1,365,15000,7,0,1,79.11,87.4,1.0
VEH01599,Audi,A6,2022,2022-11-23,Essence,Personnel,26789,10845,2025-09-07,23640,94,3149,2,365,15000,9,0,2,20.99,25.75,1.0
VEH01600,Kia,Niro,2012,2012-12-01,Hybride,Professionnel,339857,27691,2025-08-27,318996,105,20861,14,328,12000,8,1,12,173.84,32.01,1.17
VEH01601,BMW,X5,2020,2020-04-08,Hybride,Professionnel,51212,12861,2025-09-14,28243,87,22969,3,328,12000,10,0,4,191.41,26.52,0.75
VEH01602,Opel,Mokka,2012,2012-01-10,Hybride,Professionnel,243728,19914,2024-12-12,219004,363,24724,9,328,12000,4,0,12,206.03,110.67,0.75
VEH01603,Audi,Q5,2011,2011-09-12,Électrique,Personnel,123486,9138,2025-05-11,118484,213,5002,12,730,30000,4,1,13,16.67,29.18,0.92
VEH01604,Toyota,Yaris,2022,2022-09-26,Essence,Personnel,26655,13190,2025-05-19,23391,205,3264,1,365,15000,9,0,2,21.76,56.16,0.5
VEH01605,Seat,Tarraco,2013,2013-09-22,Électrique,Personnel,297283,26357,2025-08-29,292346,103,4937,12,730,30000,9,1,11,16.46,14.11,1.09
VEH01606,Ford,Puma,2022,2022-07-16,Essence,Personnel,31439,14563,2025-04-18,20833,236,10606,2,365,15000,8,0,2,70.71,64.66,1.0
VEH01607,Citroën,C4,2012,2012-12-17,Essence,Flotte,110035,8553,2025-10-07,88131,64,21904,10,310,10500,8,0,12,208.61,20.65,0.83
VEH01608,Opel,Astra,2021,2021-11-22,Diesel,Personnel,86077,28687,2025-08-31,72486,101,13591,3,365,20000,10,0,3,67.96,27.67,1.0
VEH01609,Volkswagen,Tiguan,2020,2020-01-13,Électrique,Personnel,71158,15937,2024-10-22,53470,414,17688,4,730,30000,7,1,4,58.96,56.71,1.0
VEH01610,Audi,Q2,2022,2022-08-09,Hybride,Personnel,23721,11425,2025-11-27,5810,13,17911,2,365,15000,8,0,2,119.41,3.56,1.0
VEH01611,Ford,Puma,2012,2012-01-22,Essence,Professionnel,124800,10350,2024-10-30,110173,406,14627,12,328,12000,5,0,12,121.89,123.78,1.0
VEH01612,Opel,Insignia,2017,2017-11-12,Hybride,Personnel,142600,20652,2025-06-23,131529,170,11071,6,365,15000,9,0,7,73.81,46.58,0.86
VEH01613,Skoda,Fabia,2015,2015-02-14,Hybride,Professionnel,149109,16770,2025-10-22,128555,49,20554,8,328,12000,7,1,9,171.28,14.94,0.89
VEH01614,Nissan,Micra,2019,2019-12-13,Diesel,Personnel,137525,27412,2025-02-01,125006,312,12519,5,365,20000,8,0,5,62.6,85.48,1.0
VEH01615,Kia,Ceed,2010,2010-05-06,Essence,Professionnel,310953,22240,2024-12-24,308465,351,2488,13,328,12000,5,0,14,20.73,107.01,0.93
VEH01616,Citroën,C5 Aircross,2011,2011-04-19,Diesel,Personnel,211824,15983,2025-01-17,196602,327,15222,12,365,20000,6,1,13,76.11,89.59,0.92
VEH01617,Toyota,Corolla,2011,2011-03-14,Hybride,Flotte,317889,24074,2025-08-04,313271,128,4618,10,310,10500,6,0,13,43.98,41.29,0.77
VEH01618,Kia,Picanto,2017,2017-06-23,Diesel,Personnel,193983,26899,2025-03-02,171614,283,22369,6,365,20000,7,1,7,111.84,77.53,0.86
VEH01619,Nissan,Leaf,2024,2024-12-23,Essence,Professionnel,326,18117,2025-10-02,0,69,21746,1,328,12000,10,0,0,181.22,21.04,1.0
VEH01620,Nissan,Leaf,2020,2020-06-06,Essence,Personnel,61602,15640,2025-09-17,58106,84,3496,3,365,15000,8,0,4,23.31,23.01,0.75
VEH01621,Kia,Niro,2014,2014-05-19,Diesel,Professionnel,294212,28974,2024-10-17,282903,419,11309,7,328,16000,5,0,10,70.68,127.74,0.7
VEH01622,Audi,Q3,2014,2014-09-22,Diesel,Personnel,227753,22262,2025-05-09,215997,215,11756,12,365,20000,6,0,10,58.78,58.9,1.2
VEH01623,Audi,Q3,2016,2016-12-02,Diesel,Personnel,133768,16419,2025-11-14,131013,26,2755,8,365,20000,7,0,8,13.78,7.12,1.0
VEH01624,Hyundai,Kona,2014,2014-10-14,Essence,Professionnel,282055,28200,2025-04-07,265592,247,16463,10,328,12000,6,0,10,137.19,75.3,1.0
VEH01625,Audi,A4,2015,2015-04-02,Essence,Personnel,188119,20155,2025-04-06,185859,248,2260,7,365,15000,6,1,9,15.07,67.95,0.78
VEH01626,Volkswagen,Passat,2014,2014-04-03,Diesel,Personnel,189951,18289,2025-07-05,170764,158,19187,10,365,20000,7,1,10,95.94,43.29,1.0
VEH01627,Skoda,Kamiq,2016,2016-11-14,Électrique,Flotte,130899,16126,2025-06-14,120323,179,10576,7,620,21000,8,1,8,50.36,28.87,0.88
VEH01628,Kia,Picanto,2022,2022-05-20,Diesel,Professionnel,27430,11975,2025-02-12,5656,301,21774,1,328,16000,8,1,2,136.09,91.77,0.5
VEH01629,Mercedes,Classe E,2017,2017-05-08,Essence,Professionnel,189283,26838,2025-05-05,178639,219,10644,8,328,12000,6,0,7,88.7,66.77,1.14
VEH01630,Opel,Crossland,2018,2018-07-05,Électrique,Professionnel,171849,27839,2024-11-25,162689,380,9160,6,657,24000,6,0,6,38.17,57.84,1.0
VEH01631,Seat,Arona,2011,2011-04-06,Diesel,Personnel,145265,11395,2024-11-06,124555,399,20710,10,365,20000,4,0,13,103.55,109.32,0.77
VEH01632,Toyota,RAV4,2014,2014-09-12,Diesel,Personnel,144843,14314,2025-01-12,129317,332,15526,10,365,20000,4,1,10,77.63,90.96,1.0
VEH01633,Volkswagen,Golf,2010,2010-05-09,Diesel,Personnel,376057,26569,2024-09-22,364083,444,11974,15,365,20000,4,0,14,59.87,121.64,1.07
VEH01634,Skoda,Kamiq,2011,2011-03-25,Essence,Personnel,153235,11761,2024-11-20,136114,385,17121,11,365,15000,4,1,13,114.14,105.48,0.85
VEH01635,BMW,Série 5,2015,2015-11-22,Électrique,Personnel,208042,23445,2025-02-19,191944,294,16098,9,730,30000,5,1,9,53.66,40.27,1.0
VEH01636,Hyundai,Tucson,2018,2018-05-07,Essence,Personnel,101355,16499,2025-05-11,86645,213,14710,7,365,15000,6,0,6,98.07,58.36,1.17
VEH01637,Skoda,Octavia,2013,2013-07-06,Essence,Personnel,328992,29979,2025-11-13,318844,27,10148,8,365,15000,7,1,11,67.65,7.4,0.73
VEH01638,Renault,Captur,2013,2013-11-15,Hybride,Professionnel,300667,26987,2025-03-17,275954,268,24713,12,328,12000,6,0,11,205.94,81.71,1.09
VEH01639,Skoda,Kamiq,2021,2021-12-05,Électrique,Personnel,81538,26647,2025-05-19,60449,205,21089,3,730,30000,8,0,3,70.3,28.08,1.0
VEH01640,Toyota,C-HR,2024,2024-05-03,Essence,Professionnel,1317,23263,2025-08-26,0,106,3230,1,328,12000,10,0,0,26.92,32.32,1.0
VEH01641,Seat,Arona,2010,2010-03-06,Diesel,Personnel,375466,26320,2025-07-10,359634,153,15832,16,365,20000,8,0,14,79.16,41.92,1.14
VEH01642,Volkswagen,Polo,2012,2012-09-05,Essence,Personnel,342038,28434,2025-11-26,335572,14,6466,12,365,15000,5,0,12,43.11,3.84,1.0
VEH01643,Renault,Megane,2010,2010-04-07,Essence,Professionnel,232043,16311,2025-04-05,215594,249,16449,15,328,12000,6,3,14,137.07,75.91,1.07
VEH01644,Renault,Kadjar,2023,2023-07-05,Hybride,Personnel,30663,23675,2025-01-22,17281,322,13382,1,365,15000,8,0,1,89.21,88.22,1.0
VEH01645,BMW,Série 3,2010,2010-02-06,Hybride,Personnel,224412,15563,2025-02-19,213948,294,10464,10,365,15000,5,1,14,69.76,80.55,0.71
VEH01646,Kia,Ceed,2010,2010-03-18,Hybride,Professionnel,252297,17699,2025-10-27,231242,44,21055,17,328,12000,6,2,14,175.46,13.41,1.21
VEH01647,Citroën,C4 Cactus,2022,2022-03-10,Hybride,Professionnel,22530,9707,2025-11-01,6134,39,16396,2,328,12000,10,0,2,136.63,11.89,1.0
VEH01648,Toyota,Camry,2022,2022-02-27,Diesel,Professionnel,54733,23606,2025-01-09,30091,335,24642,1,328,16000,8,0,2,154.01,102.13,0.5
VEH01649,Skoda,Octavia,2024,2024-05-02,Essence,Professionnel,2894,20658,2025-01-07,0,337,19747,1,328,12000,8,0,0,164.56,102.74,1.0
VEH01650,Citroën,C5 Aircross,2018,2018-02-06,Hybride,Personnel,80770,13097,2025-01-28,77456,316,3314,6,365,15000,7,0,6,22.09,86.58,1.0
VEH01651,Mercedes,Classe B,2014,2014-09-24,Diesel,Personnel,129363,12831,2025-03-27,119201,258,10162,11,365,20000,6,1,10,50.81,70.68,1.1
VEH01652,Peugeot,208,2011,2011-09-15,Essence,Professionnel,320425,24826,2025-08-02,295590,130,24835,12,328,12000,7,0,13,206.96,39.63,0.92
VEH01653,Nissan,Micra,2017,2017-01-28,Hybride,Flotte,168954,23883,2024-12-10,165773,365,3181,7,310,10500,7,1,7,30.3,117.74,1.0
VEH01654,Opel,Mokka,2014,2014-12-12,Diesel,Personnel,145190,13839,2025-06-21,139606,172,5584,7,365,20000,7,0,10,27.92,47.12,0.7
VEH01655,Mercedes,Classe C,2013,2013-09-15,Électrique,Personnel,153195,13956,2025-11-20,139376,20,13819,8,730,30000,7,0,11,46.06,2.74,0.73
VEH01656,Nissan,Juke,2019,2019-11-13,Hybride,Professionnel,71714,14303,2024-11-17,69665,388,2049,4,328,12000,7,0,5,17.08,118.29,0.8
VEH01657,Skoda,Fabia,2014,2014-09-27,Diesel,Personnel,255097,24992,2025-03-15,233462,270,21635,8,365,20000,5,1,10,108.18,73.97,0.8
VEH01658,Seat,Arona,2019,2019-11-13,Hybride,Personnel,125868,24629,2025-10-25,103812,46,22056,5,365,15000,8,1,5,147.04,12.6,1.0
VEH01659,Hyundai,i30,2016,2016-07-21,Hybride,Personnel,236899,29559,2025-09-10,215313,91,21586,6,365,15000,8,2,8,143.91,24.93,0.75
VEH01660,BMW,Série 3,2012,2012-06-19,Électrique,Personnel,153683,13033,2025-04-30,149044,224,4639,9,730,30000,3,0,12,15.46,30.68,0.75
VEH01661,Nissan,Juke,2019,2019-12-06,Essence,Flotte,71427,12944,2025-07-07,65593,156,5834,6,310,10500,9,1,5,55.56,50.32,1.2
VEH01662,BMW,X1,2022,2022-11-23,Essence,Professionnel,57702,27056,2025-08-03,41419,129,16283,2,328,12000,9,0,2,135.69,39.33,1.0
VEH01663,Opel,Insignia,2014,2014-11-25,Essence,Professionnel,136640,13894,2025-04-24,122288,230,14352,10,328,12000,6,1,10,119.6,70.12,1.0
VEH01664,BMW,Série 1,2013,2013-04-24,Hybride,Personnel,127209,11505,2024-12-30,107570,345,19639,9,365,15000,6,1,11,130.93,94.52,0.82
VEH01665,Hyundai,i30,2011,2011-11-03,Hybride,Personnel,178783,13792,2025-10-13,171118,58,7665,11,365,15000,7,1,13,51.1,15.89,0.85
VEH01666,Hyundai,Tucson,2018,2018-03-28,Diesel,Personnel,139511,22268,2025-05-01,119955,223,19556,7,365,20000,8,0,6,97.78,61.1,1.17
VEH01667,Mercedes,Classe E,2018,2018-01-13,Hybride,Professionnel,110816,18135,2024-11-11,104440,394,6376,4,328,12000,7,0,6,53.13,120.12,0.67
VEH01668,Ford,Kuga,2017,2017-11-17,Diesel,Professionnel,167207,23743,2024-10-01,154929,435,12278,8,328,16000,7,0,7,76.74,132.62,1.14
VEH01669,Hyundai,Tucson,2022,2022-12-04,Essence,Professionnel,59176,27522,2024-11-25,52940,380,6236,1,328,12000,9,0,2,51.97,115.85,0.5
VEH01670,Kia,Ceed,2012,2012-02-07,Essence,Personnel,165244,13997,2025-06-27,140629,166,24615,12,365,15000,7,0,12,164.1,45.48,1.0
VEH01671,Peugeot,3008,2021,2021-08-17,Électrique,Personnel,78702,26623,2025-10-15,61267,56,17435,3,730,30000,9,0,3,58.12,7.67,1.0
VEH01672,Opel,Crossland,2019,2019-12-17,Hybride,Personnel,63492,11163,2025-09-09,44660,92,18832,5,365,15000,9,0,5,125.55,25.21,1.0
VEH01673,Audi,Q5,2010,2010-12-23,Essence,Personnel,186146,13508,2025-10-30,183970,41,2176,11,365,15000,6,0,14,14.51,11.23,0.79
VEH01674,Volkswagen,Arteon,2011,2011-01-11,Essence,Professionnel,370899,28703,2025-06-16,363019,177,7880,16,328,12000,6,1,13,65.67,53.96,1.23
VEH01675,Hyundai,i30,2024,2024-07-27,Hybride,Personnel,0,28183,2024-12-28,0,347,20499,1,365,15000,8,0,0,136.66,95.07,1.0
VEH01676,Seat,Ateca,2022,2022-07-08,Électrique,Personnel,30789,15442,2024-09-24,10577,442,20212,2,730,30000,7,0,2,67.37,60.55,1.0
VEH01677,Kia,Ceed,2013,2013-08-14,Essence,Personnel,123303,10729,2025-06-11,100496,182,22807,11,365,15000,5,1,11,152.05,49.86,1.0
VEH01678,Audi,A4,2016,2016-08-04,Électrique,Personnel,133071,16120,2025-02-21,121087,292,11984,10,730,30000,8,0,8,39.95,40.0,1.25
VEH01679,Volkswagen,Polo,2021,2021-10-05,Hybride,Personnel,39600,11248,2024-09-22,20951,444,18649,3,365,15000,8,1,3,124.33,121.64,1.0
VEH01680,Seat,Ibiza,2018,2018-08-11,Diesel,Professionnel,55540,8648,2025-03-29,37386,256,18154,5,328,16000,6,0,6,113.46,78.05,0.83
VEH01681,Opel,Astra,2010,2010-11-18,Hybride,Personnel,350409,25126,2024-09-18,326973,448,23436,10,365,15000,5,0,14,156.24,122.74,0.71
VEH01682,Audi,A3,2017,2017-09-23,Diesel,Personnel,84154,11626,2025-01-31,68425,313,15729,5,365,20000,6,1,7,78.64,85.75,0.71
VEH01683,Toyota,Corolla,2021,2021-11-01,Hybride,Professionnel,42213,12937,2025-05-22,28134,202,14079,3,328,12000,7,0,3,117.32,61.59,1.0
VEH01684,BMW,Série 5,2023,2023-02-05,Diesel,Personnel,22949,18606,2025-08-18,10855,114,12094,1,365,20000,9,1,1,60.47,31.23,1.0
VEH01685,Opel,Crossland,2020,2020-07-21,Hybride,Professionnel,112567,28855,2024-11-04,96007,401,16560,4,328,12000,7,0,4,138.0,122.26,1.0
VEH01686,Nissan,X-Trail,2012,2012-10-14,Hybride,Personnel,269014,21862,2025-06-28,264952,165,4062,11,365,15000,5,0,12,27.08,45.21,0.92
VEH01687,Kia,Sorento,2017,2017-05-22,Hybride,Professionnel,171409,24319,2025-02-17,157877,296,13532,6,328,12000,7,1,7,112.77,90.24,0.86
VEH01688,Volkswagen,Arteon,2019,2019-09-28,Essence,Professionnel,88363,17904,2025-05-04,71223,220,17140,5,328,12000,6,0,5,142.83,67.07,1.0
VEH01689,Hyundai,Santa Fe,2018,2018-09-04,Diesel,Personnel,124667,20478,2024-10-29,103522,407,21145,5,365,20000,5,0,6,105.72,111.51,0.83
VEH01690,Nissan,Leaf,2022,2022-07-01,Essence,Personnel,37208,18704,2025-10-01,34180,70,3028,1,365,15000,9,1,2,20.19,19.18,0.5
VEH01691,Opel,Corsa,2010,2010-09-06,Diesel,Personnel,241869,16865,2024-09-30,231590,436,10279,11,365,20000,4,3,14,51.4,119.45,0.79
VEH01692,Ford,Focus,2023,2023-11-26,Hybride,Personnel,11752,9348,2025-03-28,0,257,11998,1,365,15000,8,0,1,79.99,70.41,1.0
VEH01693,Seat,Ibiza,2018,2018-06-14,Hybride,Flotte,91744,15751,2025-09-15,75095,86,16649,4,310,10500,8,0,6,158.56,27.74,0.67
VEH01694,Hyundai,Kona,2022,2022-11-13,Diesel,Personnel,29374,11336,2024-10-28,7830,408,21544,2,365,20000,7,0,2,107.72,111.78,1.0
VEH01695,Peugeot,2008,2014,2014-10-07,Diesel,Personnel,229479,22361,2024-12-25,217839,350,11640,10,365,20000,6,1,10,58.2,95.89,1.0
VEH01696,Renault,Talisman,2011,2011-09-16,Essence,Personnel,176794,13308,2025-01-05,173650,339,3144,10,365,15000,5,1,13,20.96,92.88,0.77
VEH01697,Renault,Megane,2014,2014-05-10,Électrique,Personnel,161744,16259,2025-01-27,140238,317,21506,8,730,30000,5,1,10,71.69,43.42,0.8
VEH01698,Skoda,Karoq,2023,2023-06-06,Hybride,Personnel,15491,17859,2025-05-21,8846,203,6645,1,365,15000,8,0,1,44.3,55.62,1.0
VEH01699,Seat,Ateca,2012,2012-06-14,Essence,Personnel,166110,13841,2024-09-19,158186,447,7924,10,365,15000,4,1,12,52.83,122.47,0.83
VEH01700,Mercedes,GLC,2022,2022-01-09,Essence,Personnel,50730,24348,2025-03-30,35990,255,14740,2,365,15000,7,0,2,98.27,69.86,1.0
VEH01701,Audi,Q3,2012,2012-02-28,Essence,Professionnel,192883,15594,2025-08-07,180642,125,12241,15,328,12000,7,0,12,102.01,38.11,1.25
VEH01702,Citroën,C4 Cactus,2023,2023-10-02,Hybride,Flotte,9189,8108,2025-05-13,3004,211,6185,1,310,10500,9,0,1,58.9,68.06,1.0
VEH01703,Toyota,Corolla,2024,2024-11-05,Diesel,Personnel,4590,28752,2025-03-22,0,263,7146,1,365,20000,8,0,0,35.73,72.05,1.0
VEH01704,Ford,Puma,2021,2021-11-11,Diesel,Personnel,80794,26158,2025-09-04,72865,97,7929,3,365,20000,9,0,3,39.65,26.58,1.0
VEH01705,BMW,Série 1,2016,2016-02-17,Essence,Personnel,154911,18737,2025-05-26,132761,198,22150,7,365,15000,7,0,8,147.67,54.25,0.88
VEH01706,Renault,Captur,2014,2014-10-03,Essence,Personnel,168983,16464,2025-04-12,156915,242,12068,9,365,15000,6,1,10,80.45,66.3,0.9
VEH01707,Mercedes,GLC,2023,2023-09-24,Essence,Personnel,16529,17692,2024-09-30,0,436,17114,1,365,15000,7,0,1,114.09,119.45,1.0
VEH01708,Mercedes,GLA,2023,2023-10-07,Diesel,Personnel,11661,9200,2025-08-04,0,128,18001,1,365,20000,10,0,1,90.0,35.07,1.0
VEH01709,Seat,Ibiza,2021,2021-04-08,Diesel,Personnel,92874,29112,2025-01-27,84904,317,7970,2,365,20000,7,0,3,39.85,86.85,0.67
VEH01710,Skoda,Kodiaq,2011,2011-06-26,Essence,Personnel,183014,13704,2025-02-25,165443,288,17571,13,365,15000,5,0,13,117.14,78.9,1.0
VEH01711,BMW,Série 3,2011,2011-08-23,Essence,Personnel,237928,18018,2025-06-16,214272,177,23656,10,365,15000,7,0,13,157.71,48.49,0.77
VEH01712,Renault,Clio,2018,2018-10-28,Diesel,Personnel,71944,11518,2025-04-27,47480,227,24464,7,365,20000,8,0,6,122.32,62.19,1.17
VEH01713,Audi,A4,2019,2019-07-19,Hybride,Personnel,52780,10139,2025-08-08,43902,124,8878,5,365,15000,8,0,5,59.19,33.97,1.0
VEH01714,Kia,Niro,2014,2014-06-02,Hybride,Professionnel,286376,27975,2025-02-09,265180,304,21196,7,328,12000,5,0,10,176.63,92.68,0.7
VEH01715,Toyota,Corolla,2019,2019-01-18,Hybride,Personnel,80906,15666,2025-09-08,75787,93,5119,4,365,15000,9,0,5,34.13,25.48,0.8
VEH01716,Citroën,C4 Cactus,2014,2014-07-09,Hybride,Flotte,254085,24862,2025-07-01,231794,162,22291,11,310,10500,8,0,10,212.3,52.26,1.1
VEH01717,Ford,Puma,2023,2023-08-11,Essence,Personnel,35166,28811,2025-06-05,16130,188,19036,1,365,15000,7,1,1,126.91,51.51,1.0
VEH01718,Peugeot,5008,2021,2021-10-15,Hybride,Professionnel,83946,25655,2024-12-27,60235,348,23711,3,328,12000,8,0,3,197.59,106.1,1.0
VEH01719,Nissan,Leaf,2024,2024-08-03,Diesel,Flotte,0,23142,2025-06-15,0,178,21025,1,310,14000,9,0,0,150.18,57.42,1.0
VEH01720,Mercedes,Classe C,2016,2016-08-25,Essence,Personnel,111474,13238,2025-05-14,92325,210,19149,6,365,15000,7,0,8,127.66,57.53,0.75
VEH01721,BMW,X3,2023,2023-09-04,Électrique,Personnel,17155,10684,2025-07-28,0,135,21980,1,730,30000,10,0,1,73.27,18.49,1.0
VEH01722,Opel,Corsa,2024,2024-01-24,Diesel,Personnel,7759,28224,2024-09-25,0,441,20771,1,365,20000,7,0,0,103.86,120.82,1.0
VEH01723,BMW,Série 3,2018,2018-07-14,Essence,Professionnel,163453,27175,2025-08-09,149209,123,14244,5,328,12000,9,0,6,118.7,37.5,0.83
VEH01724,Kia,Niro,2021,2021-01-25,Hybride,Personnel,91973,29919,2025-08-23,85827,109,6146,3,365,15000,8,0,3,40.97,29.86,1.0
VEH01725,Opel,Corsa,2010,2010-04-28,Électrique,Personnel,355400,25453,2024-09-20,334608,446,20792,15,730,30000,5,1,14,69.31,61.1,1.07
VEH01726,Renault,Scenic,2010,2010-12-17,Électrique,Professionnel,268265,18750,2024-10-18,262954,418,5311,10,657,24000,5,0,14,22.13,63.62,0.71
